domain,dimension,type,group,indicator,date,populationTotal,GNIperCap,value,boundary
social,income and work,national aggregate,Top-20,youthNEET,2014,929101931,49783.240067127146,11.498903578051006,NA
social,income and work,national aggregate,Top-20,youthNEET,2015,933872951,50551.65876768284,11.028603268775903,NA
social,income and work,national aggregate,Top-20,youthNEET,2016,938725227,51150.19793107228,10.629881990515637,NA
social,income and work,national aggregate,Top-20,youthNEET,2017,943553307,52222.42927574261,10.015607496132702,0
social,income and work,national aggregate,Top-20,youthNEET,2018,948064859,53133.48739736617,9.8488386920794,NA
social,income and work,national aggregate,Top-20,youthNEET,2019,952416704,53804.188037275264,9.526150236472544,NA
social,income and work,national aggregate,Top-20,youthNEET,2020,955492258,50979.77980007228,11.398869828163486,NA
social,income and work,national aggregate,Top-20,youthNEET,2021,957299424,53794.94396934196,10.427160979321762,NA
social,income and work,national aggregate,Top-20,youthNEET,2022,959247039,54911.72513650057,9.565683407504372,NA
social,income and work,national aggregate,World,societalPoverty,2000,5449350369,10359.12004263941,84.91608777305612,NA
social,income and work,national aggregate,World,societalPoverty,2001,5521077455,10502.66052782632,84.58145785980076,NA
social,income and work,national aggregate,World,societalPoverty,2002,5591521513,10680.728573237173,84.21768724659651,NA
social,income and work,national aggregate,World,societalPoverty,2003,5661619898,10951.0016508136,83.88299294599337,NA
social,income and work,national aggregate,World,societalPoverty,2004,5732740103,11366.148395250268,83.299255881497,NA
social,income and work,national aggregate,World,societalPoverty,2005,5803890812,11740.827305809282,82.84213662578868,NA
social,income and work,national aggregate,World,societalPoverty,2006,5875087997,12213.587722575336,82.20622644969305,NA
social,income and work,national aggregate,World,societalPoverty,2007,5947858944,12711.150204462718,81.46675259103881,NA
social,income and work,national aggregate,World,societalPoverty,2008,6020959783,12910.891896549618,80.82300411158884,NA
social,income and work,national aggregate,World,societalPoverty,2009,6094252162,12729.031149314947,80.42028349275428,NA
social,income and work,national aggregate,World,societalPoverty,2010,6168831144,13210.056161205524,79.81551373318119,NA
social,income and work,national aggregate,World,societalPoverty,2011,6243969616,13611.253893509856,79.31551655949569,NA
social,income and work,national aggregate,World,societalPoverty,2012,6319311431,13881.92457962637,78.58608068943933,NA
social,income and work,national aggregate,World,societalPoverty,2013,6393434346,14149.30035956638,77.71354292387896,NA
social,income and work,national aggregate,World,societalPoverty,2014,6466912470,14522.132993402276,77.0336670989559,NA
social,income and work,national aggregate,World,societalPoverty,2015,6540559806,14843.95003511611,76.40765660580801,NA
social,income and work,national aggregate,World,societalPoverty,2016,6614462263,15170.96591587571,75.64092754967889,NA
social,income and work,national aggregate,World,societalPoverty,2017,6688718365,15640.688099790752,74.70757922752239,0
social,income and work,national aggregate,World,societalPoverty,2018,6761079030,16072.741628426164,73.95985409084031,NA
social,income and work,national aggregate,World,societalPoverty,2019,6830768190,16421.106015567988,73.43638883965225,NA
social,income and work,national aggregate,World,societalPoverty,2020,6895905900,15783.783953880406,74.02589505355965,NA
social,income and work,national aggregate,World,societalPoverty,2021,6953749907,16650.605114805283,72.4897518149641,NA
social,income and work,national aggregate,World,societalPoverty,2022,7008038580,17072.054188732785,72.51347965678372,NA
social,income and work,national aggregate,World,youthNEET,2000,4258300203,13804.05181070608,NA,NA
social,income and work,national aggregate,World,youthNEET,2001,4317755235,13890.286066008974,NA,NA
social,income and work,national aggregate,World,youthNEET,2002,4377298652,13974.87151770608,NA,NA
social,income and work,national aggregate,World,youthNEET,2003,4436767372,14213.698316937627,NA,NA
social,income and work,national aggregate,World,youthNEET,2004,4496313473,14649.206695713325,NA,NA
social,income and work,national aggregate,World,youthNEET,2005,4555555738,15018.309136424428,24.969113864509147,NA
social,income and work,national aggregate,World,youthNEET,2006,4614780114,15476.362897482102,24.11990689724444,NA
social,income and work,national aggregate,World,youthNEET,2007,4674230084,15914.08486784246,23.54177375833243,NA
social,income and work,national aggregate,World,youthNEET,2008,4733737187,15967.665858859737,22.987336040683992,NA
social,income and work,national aggregate,World,youthNEET,2009,4793753743,15465.178148533094,22.8826141899112,NA
social,income and work,national aggregate,World,youthNEET,2010,4854438773,15919.082468029896,22.470180860532356,NA
social,income and work,national aggregate,World,youthNEET,2011,4915993170,16214.133201281373,21.951710603307244,NA
social,income and work,national aggregate,World,youthNEET,2012,4977653135,16372.12278460749,21.829306598606145,NA
social,income and work,national aggregate,World,youthNEET,2013,5039163494,16566.04966207905,21.675702195784293,NA
social,income and work,national aggregate,World,youthNEET,2014,5101185152,16796.07898171256,21.743664461572465,NA
social,income and work,national aggregate,World,youthNEET,2015,5162778897,17026.16135407534,21.91475671486847,NA
social,income and work,national aggregate,World,youthNEET,2016,5223275190,17215.8902947744,22.383350975002077,NA
social,income and work,national aggregate,World,youthNEET,2017,5282843972,17583.324472511642,22.368349724869073,0
social,income and work,national aggregate,World,youthNEET,2018,5341100432,17894.285868872554,22.41271336681259,NA
social,income and work,national aggregate,World,youthNEET,2019,5397941221,18087.125394881383,22.55358508308848,NA
social,income and work,national aggregate,World,youthNEET,2020,5451974461,17132.578923078847,23.150606429929372,NA
social,income and work,national aggregate,World,youthNEET,2021,5500634293,17944.237292674556,21.6898989388511,NA
social,income and work,national aggregate,World,youthNEET,2022,5546732777,18375.9105148735,20.3070253101288,NA
social,water,global doughnut,World,drinkingH2O,2000,3106874362,17140.667342915134,39.31293234206692,0
social,water,global doughnut,World,drinkingH2O,2001,3147345703,17283.330877200082,39.319371979129606,0
social,water,global doughnut,World,drinkingH2O,2002,3187834256,17416.680692490623,39.29297203355724,0
social,water,global doughnut,World,drinkingH2O,2003,3228391076,17658.316172354902,39.26254271089004,0
social,water,global doughnut,World,drinkingH2O,2004,3269189857,18189.75233340712,39.1550806993221,0
social,water,global doughnut,World,drinkingH2O,2005,3310183500,18589.064584007105,39.04029304505479,0
social,water,global doughnut,World,drinkingH2O,2006,3351236628,19093.633142663035,38.91658132954296,0
social,water,global doughnut,World,drinkingH2O,2007,3392526466,19583.397706067968,38.76808913818705,0
social,water,global doughnut,World,drinkingH2O,2008,3434876646,19640.163229240527,38.60102125218408,0
social,water,global doughnut,World,drinkingH2O,2009,3478301287,18929.624104755232,38.41875114668829,0
social,water,global doughnut,World,drinkingH2O,2010,3522427332,19436.85139764196,38.23393866125006,0
social,water,global doughnut,World,drinkingH2O,2011,3567860672,19733.84644838837,38.048199248612576,0
social,water,global doughnut,World,drinkingH2O,2012,3614012067,19882.734079546903,37.833291702853366,0
social,water,global doughnut,World,drinkingH2O,2013,3660572929,20044.533254294252,37.64947896792118,0
social,water,global doughnut,World,drinkingH2O,2014,3707520953,20255.09830210746,37.4757792375292,0
social,water,global doughnut,World,drinkingH2O,2015,3753981981,20428.622225354786,37.29803814391806,0
social,water,global doughnut,World,drinkingH2O,2016,3800117560,20597.888985097263,37.14883031682655,0
social,water,global doughnut,World,drinkingH2O,2017,3846427812,20932.065164018644,37.00568922002557,0
social,water,global doughnut,World,drinkingH2O,2018,3892633363,21236.91959360604,36.87285355829445,0
social,water,global doughnut,World,drinkingH2O,2019,3938252720,21446.43173249228,36.76082761424928,0
social,water,global doughnut,World,drinkingH2O,2020,3981745176,20300.952913900743,36.69581567943532,0
social,water,global doughnut,World,drinkingH2O,2021,4022349653,21159.8107205758,36.66407858322589,0
social,water,global doughnut,World,drinkingH2O,2022,4061989045,21527.829858278696,36.6379297173765,0
social,water,global doughnut,World,sanitation,2000,5378183573,11804.871082894484,66.31017376532745,0
social,water,global doughnut,World,sanitation,2001,5445166424,11933.853725933806,65.9243617552961,0
social,water,global doughnut,World,sanitation,2002,5511978441,12063.380509890856,65.41882707697982,0
social,water,global doughnut,World,sanitation,2003,5578561403,12350.50919369416,64.56546809164163,0
social,water,global doughnut,World,sanitation,2004,5645403732,12833.509574782594,63.441098944622766,0
social,water,global doughnut,World,sanitation,2005,5712594523,13255.43177532767,62.33425516598346,0
social,water,global doughnut,World,sanitation,2006,5779723403,13788.80853587095,61.18298972131089,0
social,water,global doughnut,World,sanitation,2007,5847831575,14327.578148314524,59.974199447890086,0
social,water,global doughnut,World,sanitation,2008,5917136294,14531.76251892094,58.73269265611348,0
social,water,global doughnut,World,sanitation,2009,5987090668,14239.762973180745,57.45605740645689,0
social,water,global doughnut,World,sanitation,2010,6057241396,14784.79375539475,56.1659322465892,0
social,water,global doughnut,World,sanitation,2011,6127527177,15186.432389837946,54.85842194364377,0
social,water,global doughnut,World,sanitation,2012,6199589650,15507.122255672495,53.516491134747234,0
social,water,global doughnut,World,sanitation,2013,6273500093,15800.10581172948,52.15251796181698,0
social,water,global doughnut,World,sanitation,2014,6347198489,16155.19441664527,50.75197457361438,0
social,water,global doughnut,World,sanitation,2015,6419580785,16488.692841459277,49.33229860483743,0
social,water,global doughnut,World,sanitation,2016,6491362414,16792.457662516023,47.901243520511166,0
social,water,global doughnut,World,sanitation,2017,6562508271,17255.224307859957,46.47976193623666,0
social,water,global doughnut,World,sanitation,2018,6630395543,17675.191375031754,45.0666872465756,0
social,water,global doughnut,World,sanitation,2019,6694794119,18001.57314011174,43.67451801792409,0
social,water,global doughnut,World,sanitation,2020,6754127868,17253.742228800053,42.78253447767987,0
social,water,global doughnut,World,sanitation,2021,6806191402,18187.63309757008,41.94855184722412,0
social,water,global doughnut,World,sanitation,2022,6855197810,18651.18285837111,41.16790409278907,0
social,water,national aggregate,Bottom-40,drinkingH2O,2000,1054470022,2565.4699931738455,71.3215125744287,NA
social,water,national aggregate,Bottom-40,drinkingH2O,2001,1078630276,2634.963508315605,71.06347365065369,NA
social,water,national aggregate,Bottom-40,drinkingH2O,2002,1103442948,2713.085027215579,70.68900731815131,NA
social,water,national aggregate,Bottom-40,drinkingH2O,2003,1128272108,2802.7578677237548,70.31488113080303,NA
social,water,national aggregate,Bottom-40,drinkingH2O,2004,1152739114,2942.684180764058,69.90187083413298,NA
social,water,national aggregate,Bottom-40,drinkingH2O,2005,1177225751,3062.59655924197,69.5084179715898,NA
social,water,national aggregate,Bottom-40,drinkingH2O,2006,1201784365,3219.451886401424,69.13405582928733,NA
social,water,national aggregate,Bottom-40,drinkingH2O,2007,1226168076,3353.9279084774603,68.72148410201687,NA
social,water,national aggregate,Bottom-40,drinkingH2O,2008,1250880780,3462.6184213511783,68.24338493276844,NA
social,water,national aggregate,Bottom-40,drinkingH2O,2009,1276635316,3556.364950798276,67.69210853866142,NA
social,water,national aggregate,Bottom-40,drinkingH2O,2010,1303436768,3691.682698049829,67.1291261981537,NA
social,water,national aggregate,Bottom-40,drinkingH2O,2011,1331105890,3805.874160398956,66.54632746100401,NA
social,water,national aggregate,Bottom-40,drinkingH2O,2012,1358875246,3934.7219017363623,65.88745910658221,NA
social,water,national aggregate,Bottom-40,drinkingH2O,2013,1386484874,4090.3254721487447,65.33659740974443,NA
social,water,national aggregate,Bottom-40,drinkingH2O,2014,1414385985,4260.264332268811,64.80631748694518,NA
social,water,national aggregate,Bottom-40,drinkingH2O,2015,1442454925,4387.760548720054,64.28936076194994,NA
social,water,national aggregate,Bottom-40,drinkingH2O,2016,1471236066,4494.331337270759,63.80389566510443,NA
social,water,national aggregate,Bottom-40,drinkingH2O,2017,1501059086,4614.770800238382,63.321728258371095,0
social,water,national aggregate,Bottom-40,drinkingH2O,2018,1531255584,4773.7833522358005,62.832824911844995,NA
social,water,national aggregate,Bottom-40,drinkingH2O,2019,1561757660,4914.764402729938,62.3668099749252,NA
social,water,national aggregate,Bottom-40,drinkingH2O,2020,1593495343,4761.126270664425,61.923360630947535,NA
social,water,national aggregate,Bottom-40,drinkingH2O,2021,1625700933,4840.501745478694,61.51586275884058,NA
social,water,national aggregate,Bottom-40,drinkingH2O,2022,1657748116,5017.3680425846715,61.17546996343395,NA
social,water,national aggregate,Bottom-40,sanitation,2000,2025716919,2486.8632270620433,85.86842099819711,NA
social,water,national aggregate,Bottom-40,sanitation,2001,2066826178,2566.962759679945,85.00252495410155,NA
social,water,national aggregate,Bottom-40,sanitation,2002,2108355137,2633.2290368417125,84.08932629316989,NA
social,water,national aggregate,Bottom-40,sanitation,2003,2149827294,2753.753591352539,83.17456903884914,NA
social,water,national aggregate,Bottom-40,sanitation,2004,2191364325,2904.468903073545,81.75703117134832,NA
social,water,national aggregate,Bottom-40,sanitation,2005,2232660965,3054.663111628475,80.47982872188595,NA
social,water,national aggregate,Bottom-40,sanitation,2006,2273323951,3234.6572448519933,79.19957293476946,NA
social,water,national aggregate,Bottom-40,sanitation,2007,2313898410,3410.4207119574808,77.86579282185436,NA
social,water,national aggregate,Bottom-40,sanitation,2008,2354405948,3494.364854150077,76.52438690384975,NA
social,water,national aggregate,Bottom-40,sanitation,2009,2395212515,3653.9866407856007,75.19089727070963,NA
social,water,national aggregate,Bottom-40,sanitation,2010,2437185085,3856.5562005249703,73.86186107131839,NA
social,water,national aggregate,Bottom-40,sanitation,2011,2479945134,3992.973815987764,72.52443903120083,NA
social,water,national aggregate,Bottom-40,sanitation,2012,2523111583,4135.440946776579,71.18960748266886,NA
social,water,national aggregate,Bottom-40,sanitation,2013,2566756006,4319.93701987026,69.85824795598826,NA
social,water,national aggregate,Bottom-40,sanitation,2014,2610395060,4541.527542291532,68.50488495779246,NA
social,water,national aggregate,Bottom-40,sanitation,2015,2654080404,4759.986748302866,67.15179634253224,NA
social,water,national aggregate,Bottom-40,sanitation,2016,2699103202,4965.370691619974,65.79655024670654,NA
social,water,national aggregate,Bottom-40,sanitation,2017,2744639872,5198.870825564547,64.48957844805724,0
social,water,national aggregate,Bottom-40,sanitation,2018,2789234139,5426.52687378534,63.229982997757425,NA
social,water,national aggregate,Bottom-40,sanitation,2019,2833251965,5588.548589423963,61.98569692152025,NA
social,water,national aggregate,Bottom-40,sanitation,2020,2877270629,5281.435276961947,60.75473214609305,NA
social,water,national aggregate,Bottom-40,sanitation,2021,2919388351,5524.204243343167,59.564338636068946,NA
social,water,national aggregate,Bottom-40,sanitation,2022,2959734990,5799.136966265341,58.44616591145376,NA
social,water,national aggregate,Middle-40,drinkingH2O,2000,1171366737,10961.722899358358,37.80705012406981,NA
social,water,national aggregate,Middle-40,drinkingH2O,2001,1182137543,11249.691089875285,37.600054649904,NA
social,water,national aggregate,Middle-40,drinkingH2O,2002,1192136458,11552.629026043764,37.41451791529526,NA
social,water,national aggregate,Middle-40,drinkingH2O,2003,1201938068,11864.368363308577,37.24159898439088,NA
social,water,national aggregate,Middle-40,drinkingH2O,2004,1212109060,12486.171116438434,36.93944981149342,NA
social,water,national aggregate,Middle-40,drinkingH2O,2005,1222323936,12936.629740296186,36.63912340592174,NA
social,water,national aggregate,Middle-40,drinkingH2O,2006,1232328721,13574.13400743616,36.31888805992955,NA
social,water,national aggregate,Middle-40,drinkingH2O,2007,1242199242,14337.775593187587,35.999393533827785,NA
social,water,national aggregate,Middle-40,drinkingH2O,2008,1252786710,14814.069414293484,35.68820117148016,NA
social,water,national aggregate,Middle-40,drinkingH2O,2009,1264042051,14359.170261195895,35.381189458680524,NA
social,water,national aggregate,Middle-40,drinkingH2O,2010,1275374286,14903.963051837816,35.09680146782833,NA
social,water,national aggregate,Middle-40,drinkingH2O,2011,1287038211,15340.125126611563,34.82552862734599,NA
social,water,national aggregate,Middle-40,drinkingH2O,2012,1299280617,15669.35564854578,34.56056689105432,NA
social,water,national aggregate,Middle-40,drinkingH2O,2013,1312391100,15910.589391385693,34.283120318067304,NA
social,water,national aggregate,Middle-40,drinkingH2O,2014,1325922673,16089.136241008951,34.0145827810811,NA
social,water,national aggregate,Middle-40,drinkingH2O,2015,1338881472,16140.64567935883,33.72871719580199,NA
social,water,national aggregate,Middle-40,drinkingH2O,2016,1350873013,16311.20750854374,33.48243990235497,NA
social,water,national aggregate,Middle-40,drinkingH2O,2017,1362343261,16635.59021386123,33.23488028092065,0
social,water,national aggregate,Middle-40,drinkingH2O,2018,1373729760,16956.767375461583,33.02337441933099,NA
social,water,national aggregate,Middle-40,drinkingH2O,2019,1384575451,17197.426340908914,32.844604258293,NA
social,water,national aggregate,Middle-40,drinkingH2O,2020,1393732501,16432.15001935703,32.72045982196951,NA
social,water,national aggregate,Middle-40,drinkingH2O,2021,1400811716,17137.124894500303,32.61991460848914,NA
social,water,national aggregate,Middle-40,drinkingH2O,2022,1406639158,17524.104335411233,32.481241063362205,NA
social,water,national aggregate,Middle-40,sanitation,2000,2430214080,7789.552898021705,72.20129635922198,NA
social,water,national aggregate,Middle-40,sanitation,2001,2449633983,7992.08088723415,71.88681253171293,NA
social,water,national aggregate,Middle-40,sanitation,2002,2468326997,8244.744065299968,71.35955162209818,NA
social,water,national aggregate,Middle-40,sanitation,2003,2486611321,8608.639900163098,70.07571700998368,NA
social,water,national aggregate,Middle-40,sanitation,2004,2504878737,9194.604428333312,68.63604848740974,NA
social,water,national aggregate,Middle-40,sanitation,2005,2523261598,9737.77386694342,67.1288614439519,NA
social,water,national aggregate,Middle-40,sanitation,2006,2541391775,10481.609044046008,65.55082449182265,NA
social,water,national aggregate,Middle-40,sanitation,2007,2559588050,11326.000188380662,63.91777786509179,NA
social,water,national aggregate,Middle-40,sanitation,2008,2578816022,11904.107433399238,62.22329872804082,NA
social,water,national aggregate,Middle-40,sanitation,2009,2599133237,11889.650094575858,60.42641693285452,NA
social,water,national aggregate,Middle-40,sanitation,2010,2619727412,12592.006020681398,58.564038114921686,NA
social,water,national aggregate,Middle-40,sanitation,2011,2640308451,13186.847001527176,56.65402126885667,NA
social,water,national aggregate,Middle-40,sanitation,2012,2662262640,13783.606920015462,54.66448961015778,NA
social,water,national aggregate,Middle-40,sanitation,2013,2685841709,14248.02786516206,52.615872079418,NA
social,water,national aggregate,Middle-40,sanitation,2014,2709496951,14721.699607335542,50.51028883173488,NA
social,water,national aggregate,Middle-40,sanitation,2015,2731890650,15110.805635637353,48.35499420158784,NA
social,water,national aggregate,Middle-40,sanitation,2016,2752378242,15517.172597643135,46.1675336597298,NA
social,water,national aggregate,Middle-40,sanitation,2017,2771876668,16146.060775853604,43.94765475579808,0
social,water,national aggregate,Middle-40,sanitation,2018,2789329956,16719.893389721994,41.697342063466294,NA
social,water,national aggregate,Middle-40,sanitation,2019,2804189898,17228.992750958587,39.47438238930709,NA
social,water,national aggregate,Middle-40,sanitation,2020,2816295528,16920.565146767476,38.390758173408,NA
social,water,national aggregate,Middle-40,sanitation,2021,2824620223,18050.298245749153,37.39343597964294,NA
social,water,national aggregate,Middle-40,sanitation,2022,2830782884,18565.407746309567,36.47211779884393,NA
social,water,national aggregate,Top-20,drinkingH2O,2000,881037603,42800.09275678073,3.005574003576527,NA
social,water,national aggregate,Top-20,drinkingH2O,2001,886577884,43149.94120602759,2.9912837588283594,NA
social,water,national aggregate,Top-20,drinkingH2O,2002,892254850,43435.40026600493,2.975590188130326,NA
social,water,national aggregate,Top-20,drinkingH2O,2003,898180900,44072.90427991882,2.9597910834623207,NA
social,water,national aggregate,Top-20,drinkingH2O,2004,904341683,45269.40017145656,2.93266392768156,NA
social,water,national aggregate,Top-20,drinkingH2O,2005,910633813,46248.11263099622,2.875532134849919,NA
social,water,national aggregate,Top-20,drinkingH2O,2006,917123542,47311.40203167276,2.8105663134264205,NA
social,water,national aggregate,Top-20,drinkingH2O,2007,924159148,48167.39822785916,2.7476426994493153,NA
social,water,national aggregate,Top-20,drinkingH2O,2008,931209156,47863.947210544546,2.701545285169402,NA
social,water,national aggregate,Top-20,drinkingH2O,2009,937623920,46022.88705006844,2.6562290489860345,NA
social,water,national aggregate,Top-20,drinkingH2O,2010,943616278,47312.54796225635,2.56051236443146,NA
social,water,national aggregate,Top-20,drinkingH2O,2011,949716571,48012.49902537036,2.4730317532438733,NA
social,water,national aggregate,Top-20,drinkingH2O,2012,955856204,48282.11024640278,2.3991693133294376,NA
social,water,national aggregate,Top-20,drinkingH2O,2013,961696955,48687.25563889269,2.326717867197843,NA
social,water,national aggregate,Top-20,drinkingH2O,2014,967212295,49355.85797660067,2.2542962381131986,NA
social,water,national aggregate,Top-20,drinkingH2O,2015,972645584,50120.12831099806,2.1826074881512056,NA
social,water,national aggregate,Top-20,drinkingH2O,2016,978008481,50743.73914607929,2.115324696396513,NA
social,water,national aggregate,Top-20,drinkingH2O,2017,983025465,51802.57436094083,2.047496799922726,0
social,water,national aggregate,Top-20,drinkingH2O,2018,987648019,52714.7752477123,1.978633776630474,NA
social,water,national aggregate,Top-20,drinkingH2O,2019,991919609,53406.20584477222,1.9111965950881145,NA
social,water,national aggregate,Top-20,drinkingH2O,2020,994517332,50621.91037823265,1.845349409263676,NA
social,water,national aggregate,Top-20,drinkingH2O,2021,995837004,53459.615942198536,1.7824098922168048,NA
social,water,national aggregate,Top-20,drinkingH2O,2022,997601771,54609.15050842628,1.7240982684695183,NA
social,water,national aggregate,Top-20,sanitation,2000,922252574,42852.47101455112,7.827104245266,NA
social,water,national aggregate,Top-20,sanitation,2001,928706263,43176.925201236496,7.739043830587775,NA
social,water,national aggregate,Top-20,sanitation,2002,935296307,43398.63919685054,7.653503612204361,NA
social,water,national aggregate,Top-20,sanitation,2003,942122788,44125.49867071128,7.557824120943707,NA
social,water,national aggregate,Top-20,sanitation,2004,949160670,45360.31205676695,7.444679381347882,NA
social,water,national aggregate,Top-20,sanitation,2005,956671960,46339.739089575065,7.340524959312404,NA
social,water,national aggregate,Top-20,sanitation,2006,965007677,47361.48911793336,7.237398680507681,NA
social,water,national aggregate,Top-20,sanitation,2007,974345115,48139.00266712716,7.125096128590485,NA
social,water,national aggregate,Top-20,sanitation,2008,983914324,47830.143229568035,7.0101997669415965,NA
social,water,national aggregate,Top-20,sanitation,2009,992744916,45933.1415427743,6.8901267668496615,NA
social,water,national aggregate,Top-20,sanitation,2010,1000328899,47152.79166464184,6.7715405356283185,NA
social,water,national aggregate,Top-20,sanitation,2011,1007273592,47986.54308915962,6.657327849619847,NA
social,water,national aggregate,Top-20,sanitation,2012,1014215427,48321.12846211396,6.536809354566444,NA
social,water,national aggregate,Top-20,sanitation,2013,1020902378,48746.868015185006,6.417699800542039,NA
social,water,national aggregate,Top-20,sanitation,2014,1027306478,49446.43630483054,6.279109109255401,NA
social,water,national aggregate,Top-20,sanitation,2015,1033609731,50247.24322459355,6.158855423218682,NA
social,water,national aggregate,Top-20,sanitation,2016,1039880970,50866.160519470584,6.041207956353702,NA
social,water,national aggregate,Top-20,sanitation,2017,1045991731,51829.88864026748,5.932814561359436,0
social,water,national aggregate,Top-20,sanitation,2018,1051831448,52689.38926899402,5.8365718007414245,NA
social,water,national aggregate,Top-20,sanitation,2019,1057352256,53312.12183438301,5.747511684395562,NA
social,water,national aggregate,Top-20,sanitation,2020,1060561711,50618.97870022755,5.68678029745908,NA
social,water,national aggregate,Top-20,sanitation,2021,1062182828,53358.02419762599,5.645149710717945,NA
social,water,national aggregate,Top-20,sanitation,2022,1064679936,54607.022115445485,5.6207660998916404,NA
social,water,national aggregate,World,drinkingH2O,2000,3106874362,17140.667342915134,39.31293234206692,NA
social,water,national aggregate,World,drinkingH2O,2001,3147345703,17283.330877200082,39.319371979129606,NA
social,water,national aggregate,World,drinkingH2O,2002,3187834256,17416.680692490623,39.29297203355724,NA
social,water,national aggregate,World,drinkingH2O,2003,3228391076,17658.316172354902,39.26254271089004,NA
social,water,national aggregate,World,drinkingH2O,2004,3269189857,18189.75233340712,39.1550806993221,NA
social,water,national aggregate,World,drinkingH2O,2005,3310183500,18589.064584007105,39.04029304505479,NA
social,water,national aggregate,World,drinkingH2O,2006,3351236628,19093.633142663035,38.91658132954296,NA
social,water,national aggregate,World,drinkingH2O,2007,3392526466,19583.397706067968,38.76808913818705,NA
social,water,national aggregate,World,drinkingH2O,2008,3434876646,19640.163229240527,38.60102125218408,NA
social,water,national aggregate,World,drinkingH2O,2009,3478301287,18929.624104755232,38.41875114668829,NA
social,water,national aggregate,World,drinkingH2O,2010,3522427332,19436.85139764196,38.23393866125006,NA
social,water,national aggregate,World,drinkingH2O,2011,3567860672,19733.84644838837,38.048199248612576,NA
social,water,national aggregate,World,drinkingH2O,2012,3614012067,19882.734079546903,37.833291702853366,NA
social,water,national aggregate,World,drinkingH2O,2013,3660572929,20044.533254294252,37.64947896792118,NA
social,water,national aggregate,World,drinkingH2O,2014,3707520953,20255.09830210746,37.4757792375292,NA
social,water,national aggregate,World,drinkingH2O,2015,3753981981,20428.622225354786,37.29803814391806,NA
social,water,national aggregate,World,drinkingH2O,2016,3800117560,20597.888985097263,37.14883031682655,NA
social,water,national aggregate,World,drinkingH2O,2017,3846427812,20932.065164018644,37.00568922002557,0
social,water,national aggregate,World,drinkingH2O,2018,3892633363,21236.91959360604,36.87285355829445,NA
social,water,national aggregate,World,drinkingH2O,2019,3938252720,21446.43173249228,36.76082761424928,NA
social,water,national aggregate,World,drinkingH2O,2020,3981745176,20300.952913900743,36.69581567943532,NA
social,water,national aggregate,World,drinkingH2O,2021,4022349653,21159.8107205758,36.66407858322589,NA
social,water,national aggregate,World,drinkingH2O,2022,4061989045,21527.829858278696,36.6379297173765,NA
social,water,national aggregate,World,sanitation,2000,5378183573,11804.871082894484,66.31017376532745,NA
social,water,national aggregate,World,sanitation,2001,5445166424,11933.853725933806,65.9243617552961,NA
social,water,national aggregate,World,sanitation,2002,5511978441,12063.380509890856,65.41882707697982,NA
social,water,national aggregate,World,sanitation,2003,5578561403,12350.50919369416,64.56546809164163,NA
social,water,national aggregate,World,sanitation,2004,5645403732,12833.509574782594,63.441098944622766,NA
social,water,national aggregate,World,sanitation,2005,5712594523,13255.43177532767,62.33425516598346,NA
social,water,national aggregate,World,sanitation,2006,5779723403,13788.80853587095,61.18298972131089,NA
social,water,national aggregate,World,sanitation,2007,5847831575,14327.578148314524,59.974199447890086,NA
social,water,national aggregate,World,sanitation,2008,5917136294,14531.76251892094,58.73269265611348,NA
social,water,national aggregate,World,sanitation,2009,5987090668,14239.762973180745,57.45605740645689,NA
social,water,national aggregate,World,sanitation,2010,6057241396,14784.79375539475,56.1659322465892,NA
social,water,national aggregate,World,sanitation,2011,6127527177,15186.432389837946,54.85842194364377,NA
social,water,national aggregate,World,sanitation,2012,6199589650,15507.122255672495,53.516491134747234,NA
social,water,national aggregate,World,sanitation,2013,6273500093,15800.10581172948,52.15251796181698,NA
social,water,national aggregate,World,sanitation,2014,6347198489,16155.19441664527,50.75197457361438,NA
social,water,national aggregate,World,sanitation,2015,6419580785,16488.692841459277,49.33229860483743,NA
social,water,national aggregate,World,sanitation,2016,6491362414,16792.457662516023,47.901243520511166,NA
social,water,national aggregate,World,sanitation,2017,6562508271,17255.224307859957,46.47976193623666,0
social,water,national aggregate,World,sanitation,2018,6630395543,17675.191375031754,45.0666872465756,NA
social,water,national aggregate,World,sanitation,2019,6694794119,18001.57314011174,43.67451801792409,NA
social,water,national aggregate,World,sanitation,2020,6754127868,17253.742228800053,42.78253447767987,NA
social,water,national aggregate,World,sanitation,2021,6806191402,18187.63309757008,41.94855184722412,NA
social,water,national aggregate,World,sanitation,2022,6855197810,18651.18285837111,41.16790409278907,NA
social,energy,global doughnut,World,energyAccess,2000,6087113661,11033.593778486846,21.712166761740377,0
social,energy,global doughnut,World,energyAccess,2001,6168321963,11157.924027657036,21.218797449029974,0
social,energy,global doughnut,World,energyAccess,2002,6249366588,11289.939082169089,20.825411979576444,0
social,energy,global doughnut,World,energyAccess,2003,6330239342,11559.495576669651,19.969591132341108,0
social,energy,global doughnut,World,energyAccess,2004,6411455695,12000.204077563389,19.981507105774355,0
social,energy,global doughnut,World,energyAccess,2005,6493271134,12388.84340932646,19.22918227680465,0
social,energy,global doughnut,World,energyAccess,2006,6575894375,12881.718983200612,18.58172460581835,0
social,energy,global doughnut,World,energyAccess,2007,6659804230,13384.936003439365,17.812244767125833,0
social,energy,global doughnut,World,energyAccess,2008,6753659772,13554.87644970591,17.2126273086414,0
