domain,dimension,type,group,indicator,date,populationTotal,GNIperCap,value,_join_code,indCode,date_grp,dimension_grp,domain_grp,group_grp,indicator_grp,type_grp,value_grp
ecological,biodiversity breakdown,national aggregate,Bottom-40,hanpp_footprint,2008,2795001471.0,3534.35709920528,,,,,,,,,,
ecological,biodiversity breakdown,national aggregate,Bottom-40,hanpp_footprint,2009,2847446203.0,3675.288745010788,,,,,,,,,,
ecological,biodiversity breakdown,national aggregate,Bottom-40,hanpp_footprint,2010,2901274477.0,3844.870051171807,,,,,,,,,,
ecological,biodiversity breakdown,national aggregate,Bottom-40,hanpp_footprint,2011,2955832944.0,4009.6372800035233,,,,,,,,,,
ecological,biodiversity breakdown,national aggregate,Bottom-40,hanpp_footprint,2012,3010003314.0,4102.676086858366,,,,,,,,,,
ecological,biodiversity breakdown,national aggregate,Bottom-40,hanpp_footprint,2013,3063131123.0,4245.545393317514,,,,,,,,,,
ecological,biodiversity breakdown,national aggregate,Bottom-40,hanpp_footprint,2014,3115821462.0,4445.625619050939,,,,,,,,,,
ecological,biodiversity breakdown,national aggregate,Bottom-40,hanpp_footprint,2015,3168801188.0,4639.820472799655,,,,,,,,,,
ecological,biodiversity breakdown,national aggregate,Bottom-40,hanpp_footprint,2016,3223415240.0,4820.5434787645945,,,,,,,,,,
ecological,biodiversity breakdown,national aggregate,Bottom-40,hanpp_footprint,2017,3279187003.0,5022.645571175445,1.5146478178675444,,,,,,,,,
ecological,biodiversity breakdown,national aggregate,Bottom-40,hanpp_footprint,2018,3335141885.0,5220.246520639839,,,,,,,,,,
ecological,biodiversity breakdown,national aggregate,Bottom-40,hanpp_footprint,2019,3391515669.0,5351.198468263703,,,,,,,,,,
ecological,biodiversity breakdown,national aggregate,Bottom-40,hanpp_footprint,2020,3448355313.0,5065.89772405755,,,,,,,,,,
ecological,biodiversity breakdown,national aggregate,Bottom-40,hanpp_footprint,2021,3503396785.0,5277.14433390681,,,,,,,,,,
ecological,biodiversity breakdown,national aggregate,Bottom-40,hanpp_footprint,2022,3557061423.0,5519.322704930674,,,,,,,,,,
ecological,biodiversity breakdown,national aggregate,Middle-40,hanpp_footprint,2000,2763213047.0,7654.13769028717,,,,,,,,,,
ecological,biodiversity breakdown,national aggregate,Middle-40,hanpp_footprint,2001,2787097352.0,7864.397438154485,,,,,,,,,,
ecological,biodiversity breakdown,national aggregate,Middle-40,hanpp_footprint,2002,2809777661.0,8129.234599744939,,,,,,,,,,
ecological,biodiversity breakdown,national aggregate,Middle-40,hanpp_footprint,2003,2831990088.0,8482.923214338003,,,,,,,,,,
ecological,biodiversity breakdown,national aggregate,Middle-40,hanpp_footprint,2004,2854580918.0,9026.771620453132,,,,,,,,,,
ecological,biodiversity breakdown,national aggregate,Middle-40,hanpp_footprint,2005,2877350070.0,9530.885164442148,,,,,,,,,,
ecological,biodiversity breakdown,national aggregate,Middle-40,hanpp_footprint,2006,2900011889.0,10226.591130506778,,,,,,,,,,
ecological,biodiversity breakdown,national aggregate,Middle-40,hanpp_footprint,2007,2922803830.0,11027.49896082735,,,,,,,,,,
ecological,biodiversity breakdown,national aggregate,Middle-40,hanpp_footprint,2008,2946612580.0,11563.736297340984,,,,,,,,,,
ecological,biodiversity breakdown,national aggregate,Middle-40,hanpp_footprint,2009,2971502710.0,11577.176573561052,,,,,,,,,,
ecological,biodiversity breakdown,national aggregate,Middle-40,hanpp_footprint,2010,2996720802.0,12250.283021241938,,,,,,,,,,
ecological,biodiversity breakdown,national aggregate,Middle-40,hanpp_footprint,2011,3022345410.0,12853.909105558352,,,,,,,,,,
ecological,biodiversity breakdown,national aggregate,Middle-40,hanpp_footprint,2012,3049383432.0,13375.86948255519,,,,,,,,,,
ecological,biodiversity breakdown,national aggregate,Middle-40,hanpp_footprint,2013,3077662819.0,13828.707635689078,,,,,,,,,,
ecological,biodiversity breakdown,national aggregate,Middle-40,hanpp_footprint,2014,3106304024.0,14298.405942931491,,,,,,,,,,
ecological,biodiversity breakdown,national aggregate,Middle-40,hanpp_footprint,2015,3133943059.0,14664.32213227094,,,,,,,,,,
ecological,biodiversity breakdown,national aggregate,Middle-40,hanpp_footprint,2016,3159258795.0,15076.874706966642,,,,,,,,,,
ecological,biodiversity breakdown,national aggregate,Middle-40,hanpp_footprint,2017,3183138611.0,15659.215592343417,2.0423884628351607,,,,,,,,,
ecological,biodiversity breakdown,national aggregate,Middle-40,hanpp_footprint,2018,3204775631.0,16182.731813295552,,,,,,,,,,
ecological,biodiversity breakdown,national aggregate,Middle-40,hanpp_footprint,2019,3223588538.0,16658.463829057677,,,,,,,,,,
ecological,biodiversity breakdown,national aggregate,Middle-40,hanpp_footprint,2020,3239195616.0,16354.337717044236,,,,,,,,,,
ecological,biodiversity breakdown,national aggregate,Middle-40,hanpp_footprint,2021,3250518847.0,17372.882830322826,,,,,,,,,,
ecological,biodiversity breakdown,national aggregate,Middle-40,hanpp_footprint,2022,3259729582.0,17870.61550369402,,,,,,,,,,
ecological,biodiversity breakdown,national aggregate,Top-20,hanpp_footprint,2000,882928357.0,42845.74812313115,,,,,,,,,,
ecological,biodiversity breakdown,national aggregate,Top-20,hanpp_footprint,2001,888563821.0,43228.12926867091,,,,,,,,,,
ecological,biodiversity breakdown,national aggregate,Top-20,hanpp_footprint,2002,894345080.0,43512.80232598735,,,,,,,,,,
ecological,biodiversity breakdown,national aggregate,Top-20,hanpp_footprint,2003,900364136.0,44148.9439955994,,,,,,,,,,
ecological,biodiversity breakdown,national aggregate,Top-20,hanpp_footprint,2004,906618214.0,45316.16435010109,,,,,,,,,,
ecological,biodiversity breakdown,national aggregate,Top-20,hanpp_footprint,2005,913027082.0,46264.555313249664,,,,,,,,,,
ecological,biodiversity breakdown,national aggregate,Top-20,hanpp_footprint,2006,919807202.0,47259.08733723497,,,,,,,,,,
ecological,biodiversity breakdown,national aggregate,Top-20,hanpp_footprint,2007,927447810.0,48043.76664473402,,,,,,,,,,
ecological,biodiversity breakdown,national aggregate,Top-20,hanpp_footprint,2008,935297662.0,47686.64337970848,,,,,,,,,,
ecological,biodiversity breakdown,national aggregate,Top-20,hanpp_footprint,2009,942445871.0,45832.92643024211,,,,,,,,,,
ecological,biodiversity breakdown,national aggregate,Top-20,hanpp_footprint,2010,948583379.0,47017.053850969765,,,,,,,,,,
ecological,biodiversity breakdown,national aggregate,Top-20,hanpp_footprint,2011,954304639.0,47731.31144383859,,,,,,,,,,
ecological,biodiversity breakdown,national aggregate,Top-20,hanpp_footprint,2012,960023602.0,48015.08277201596,,,,,,,,,,
ecological,biodiversity breakdown,national aggregate,Top-20,hanpp_footprint,2013,965433228.0,48423.27741254011,,,,,,,,,,
ecological,biodiversity breakdown,national aggregate,Top-20,hanpp_footprint,2014,970642389.0,49093.73608424506,,,,,,,,,,
ecological,biodiversity breakdown,national aggregate,Top-20,hanpp_footprint,2015,975722368.0,49902.32373559204,,,,,,,,,,
ecological,biodiversity breakdown,national aggregate,Top-20,hanpp_footprint,2016,980787539.0,50528.75335375405,,,,,,,,,,
ecological,biodiversity breakdown,national aggregate,Top-20,hanpp_footprint,2017,985730708.0,51581.71583482991,3.0585115205415545,,,,,,,,,
ecological,biodiversity breakdown,national aggregate,Top-20,hanpp_footprint,2018,990313036.0,52505.0164168369,,,,,,,,,,
ecological,biodiversity breakdown,national aggregate,Top-20,hanpp_footprint,2019,994672581.0,53206.96401762948,,,,,,,,,,
ecological,biodiversity breakdown,national aggregate,Top-20,hanpp_footprint,2020,997710552.0,50504.19156789593,,,,,,,,,,
ecological,biodiversity breakdown,national aggregate,Top-20,hanpp_footprint,2021,999483970.0,53240.46630285082,,,,,,,,,,
ecological,biodiversity breakdown,national aggregate,Top-20,hanpp_footprint,2022,1001405134.0,54430.57408254537,,,,,,,,,,
ecological,ozone depletion,global doughnut,World,totalOzone,2000,,,284.299591064453,,,,,,,,,
ecological,ozone depletion,global doughnut,World,totalOzone,2001,,,284.8499145507815,,,,,,,,,
ecological,ozone depletion,global doughnut,World,totalOzone,2002,,,280.418121337891,,,,,,,,,
ecological,ozone depletion,global doughnut,World,totalOzone,2003,,,286.180206298828,,,,,,,,,
ecological,ozone depletion,global doughnut,World,totalOzone,2004,,,279.530242919922,,,,,,,,,
ecological,ozone depletion,global doughnut,World,totalOzone,2005,,,284.924530029297,,,,,,,,,
ecological,ozone depletion,global doughnut,World,totalOzone,2006,,,278.97724914550804,,,,,,,,,
ecological,ozone depletion,global doughnut,World,totalOzone,2007,,,285.796875,,,,,,,,,
ecological,ozone depletion,global doughnut,World,totalOzone,2008,,,280.1082611083985,,,,,,,,,
ecological,ozone depletion,global doughnut,World,totalOzone,2009,,,284.035171508789,,,,,,,,,
ecological,ozone depletion,global doughnut,World,totalOzone,2010,,,285.674591064453,,,,,,,,,
ecological,ozone depletion,global doughnut,World,totalOzone,2011,,,285.4143371582035,,,,,,,,,
ecological,ozone depletion,global doughnut,World,totalOzone,2012,,,285.3829345703125,,,,,,,,,
ecological,ozone depletion,global doughnut,World,totalOzone,2013,,,279.70256042480503,,,,,,,,,
ecological,ozone depletion,global doughnut,World,totalOzone,2014,,,285.51850891113304,,,,,,,,,
ecological,ozone depletion,global doughnut,World,totalOzone,2015,,,285.3684997558595,,,,,,,,,
ecological,ozone depletion,global doughnut,World,totalOzone,2016,,,279.178680419922,,,,,,,,,
ecological,ozone depletion,global doughnut,World,totalOzone,2017,,,283.7464752197265,,,,,,,,,
ecological,ozone depletion,global doughnut,World,totalOzone,2018,,,286.32078552246105,,,,,,,,,
ecological,ozone depletion,global doughnut,World,totalOzone,2019,,,279.557846069336,,,,,,,,,
ecological,ozone depletion,global doughnut,World,totalOzone,2020,,,281.95976257324253,,,,,,,,,
ecological,ozone depletion,global doughnut,World,totalOzone,2021,,,284.576843261719,,,,,,,,,
ecological,ozone depletion,global doughnut,World,totalOzone,2022,,,,,,,,,,,,
ecological,ozone depletion,national aggregate,World,ozone_footprint,2000,6087113661.0,11033.593778486846,,,,,,,,,,
ecological,ozone depletion,national aggregate,World,ozone_footprint,2001,6168321963.0,11157.924027657036,,,,,,,,,,
ecological,ozone depletion,national aggregate,World,ozone_footprint,2002,6249366588.0,11289.939082169089,,,,,,,,,,
ecological,ozone depletion,national aggregate,World,ozone_footprint,2003,6330239342.0,11559.495576669651,,,,,,,,,,
ecological,ozone depletion,national aggregate,World,ozone_footprint,2004,6411455695.0,12000.204077563389,,,,,,,,,,
ecological,ozone depletion,national aggregate,World,ozone_footprint,2005,6493271134.0,12388.84340932646,,,,,,,,,,
ecological,ozone depletion,national aggregate,World,ozone_footprint,2006,6575894375.0,12881.718983200612,,,,,,,,,,
ecological,ozone depletion,national aggregate,World,ozone_footprint,2007,6659804230.0,13384.936003439365,,,,,,,,,,
ecological,ozone depletion,national aggregate,World,ozone_footprint,2008,6753659772.0,13554.87644970591,,,,,,,,,,
ecological,ozone depletion,national aggregate,World,ozone_footprint,2009,6840172498.0,13303.153428987966,,,,,,,,,,
ecological,ozone depletion,national aggregate,World,ozone_footprint,2010,6927291704.0,13796.6417931423,,,,,,,,,,
ecological,ozone depletion,national aggregate,World,ozone_footprint,2011,7014617158.0,14181.534053313428,,,,,,,,,,
ecological,ozone depletion,national aggregate,World,ozone_footprint,2012,7102957187.0,14457.278813069255,,,,,,,,,,
ecological,ozone depletion,national aggregate,World,ozone_footprint,2013,7191631788.0,14719.598108524537,,,,,,,,,,
ecological,ozone depletion,national aggregate,World,ozone_footprint,2014,7279857340.0,15050.324979535386,,,,,,,,,,
ecological,ozone depletion,national aggregate,World,ozone_footprint,2015,7367243918.0,15354.313495222154,,,,,,,,,,
ecological,ozone depletion,national aggregate,World,ozone_footprint,2016,7453927854.0,15641.917922024915,,,,,,,,,,
ecological,ozone depletion,national aggregate,World,ozone_footprint,2017,7540109842.0,16060.191327793138,,,,,,,,,,
ecological,ozone depletion,national aggregate,World,ozone_footprint,2018,7623892512.0,16431.285562868605,,,,,,,,,,
ecological,ozone depletion,national aggregate,World,ozone_footprint,2019,7704868157.0,16713.676317093705,,,,,,,,,,
ecological,ozone depletion,national aggregate,World,ozone_footprint,2020,7780698402.0,16015.845882759748,,,,,,,,,,
ecological,ozone depletion,national aggregate,World,ozone_footprint,2021,7848869118.0,16837.8414884704,,,,,,,,,,
ecological,ozone depletion,national aggregate,World,ozone_footprint,2022,7914502913.0,17254.434027524196,,,,,,,,,,
ecological,ozone depletion,national aggregate,Bottom-40,ozone_footprint,2000,2390496925.0,2590.9974391428664,,,,,,,,,,
ecological,ozone depletion,national aggregate,Bottom-40,ozone_footprint,2001,2441157194.0,2663.2031090486253,,,,,,,,,,
ecological,ozone depletion,national aggregate,Bottom-40,ozone_footprint,2002,2492714585.0,2731.9750022323224,,,,,,,,,,
ecological,ozone depletion,national aggregate,Bottom-40,ozone_footprint,2003,2544324485.0,2846.256099720923,,,,,,,,,,
ecological,ozone depletion,national aggregate,Bottom-40,ozone_footprint,2004,2595669620.0,2992.2508778064066,,,,,,,,,,
ecological,ozone depletion,national aggregate,Bottom-40,ozone_footprint,2005,2646943702.0,3139.9579892205297,,,,,,,,,,
ecological,ozone depletion,national aggregate,Bottom-40,ozone_footprint,2006,2698319942.0,3312.081416215672,,,,,,,,,,
ecological,ozone depletion,national aggregate,Bottom-40,ozone_footprint,2007,2749859301.0,3481.6419270781485,,,,,,,,,,
ecological,ozone depletion,national aggregate,Bottom-40,ozone_footprint,2008,2810086898.0,3550.327833144699,,,,,,,,,,
ecological,ozone depletion,national aggregate,Bottom-40,ozone_footprint,2009,2862628786.0,3690.6612219346794,,,,,,,,,,
ecological,ozone depletion,national aggregate,Bottom-40,ozone_footprint,2010,2916557172.0,3860.087593058656,,,,,,,,,,
ecological,ozone depletion,national aggregate,Bottom-40,ozone_footprint,2011,2971219398.0,4025.339575358574,,,,,,,,,,
ecological,ozone depletion,national aggregate,Bottom-40,ozone_footprint,2012,3025496765.0,4118.907239318242,,,,,,,,,,
ecological,ozone depletion,national aggregate,Bottom-40,ozone_footprint,2013,3078734496.0,4261.941562979554,,,,,,,,,,
ecological,ozone depletion,national aggregate,Bottom-40,ozone_footprint,2014,3131533963.0,4461.00717186334,,,,,,,,,,
ecological,ozone depletion,national aggregate,Bottom-40,ozone_footprint,2015,3184625696.0,4655.56473539207,,,,,,,,,,
ecological,ozone depletion,national aggregate,Bottom-40,ozone_footprint,2016,3239351100.0,4835.955023097456,,,,,,,,,,
ecological,ozone depletion,national aggregate,Bottom-40,ozone_footprint,2017,3295224355.0,5037.397493099811,,,,,,,,,,
ecological,ozone depletion,national aggregate,Bottom-40,ozone_footprint,2018,3351275676.0,5234.702054758413,,,,,,,,,,
ecological,ozone depletion,national aggregate,Bottom-40,ozone_footprint,2019,3407742141.0,5364.77105881448,,,,,,,,,,
ecological,ozone depletion,national aggregate,Bottom-40,ozone_footprint,2020,3464675412.0,5076.04284296782,,,,,,,,,,
ecological,ozone depletion,national aggregate,Bottom-40,ozone_footprint,2021,3519786549.0,5287.298647675415,,,,,,,,,,
ecological,ozone depletion,national aggregate,Bottom-40,ozone_footprint,2022,3573523686.0,5529.041654165806,,,,,,,,,,
ecological,ozone depletion,national aggregate,Middle-40,ozone_footprint,2000,2771079507.0,7692.85018485735,,,,,,,,,,
ecological,ozone depletion,national aggregate,Middle-40,ozone_footprint,2001,2795128241.0,7902.984182376066,,,,,,,,,,
ecological,ozone depletion,national aggregate,Middle-40,ozone_footprint,2002,2817982774.0,8168.321690814426,,,,,,,,,,
ecological,ozone depletion,national aggregate,Middle-40,ozone_footprint,2003,2840378133.0,8528.850379276693,,,,,,,,,,
ecological,ozone depletion,national aggregate,Middle-40,ozone_footprint,2004,2863160639.0,9073.696198278563,,,,,,,,,,
ecological,ozone depletion,national aggregate,Middle-40,ozone_footprint,2005,2886128730.0,9583.909852877112,,,,,,,,,,
